10440907,SMSSync
3866249,Subsonic
20775968,Subsonic
16761418,opacclient
10883296,Subsonic
17662228,Subsonic
14897067,openlaw
4539451,TintBrowser
17269835,scrumchatter
8849983,BetterBatteryStats
23349354,Clover
12854336,andstatus
20027718,Atomic^frostwire-android
6870325,tasks
6042771,BetterBatteryStats
25088725,logmein-android
28872749,FBReaderJ
10163130,screen-notifications
26136560,frostwire-android
24170030,DroidBeard
23541064,SmartReceiptsLibrary
6447460,SafeSlinger-Android
25590897,Android-Remote
9833988,andlytics
11242421,reader^openlaw
6350808,helsinki-testbed2-android^afwall^android-bankdroid
22256445,opentraining
21212718,DroidUPnP
15322624,frostwire-android^sophia_oss
19894612,gnucash-android
15014143,ad-away
9288380,BetterBatteryStats
10220146,ShowMeHills
18402755,WalletCordova
16414396,SMSSync
12775914,screen-notifications
15132782,reddinator
5811336,PinDroid
9178021,tasks
7835399,ad-away
14779877,dmix
14181831,PhotoPhase
21857260,Clover
8460854,SafeSlinger-Android
14810485,WalletCordova
8327136,QuasselDroid^tasks^transdroid^reader^ad-away^Atomic^openlaw^k-9^frostwire-android
6652690,moneybalance
21299496,mirakel-android
4619436,ad-away^openlaw
14153786,MyExpenses
14004933,opentraining
20424147,SubtleNews_Android_App
23399603,Anki-Android
21293801,opacclient
17003452,scrumchatter
12982610,connectbot
12105634,androidclient
24743247,gnucash-android
25016142,DroidBeard
18298398,WalletCordova
11556928,k-9
13871443,android_packages_apps_Camera2
7269278,Anki-Android
15412619,MyExpenses
20657983,WalletCordova
6963661,AndroidCaldavSyncAdapater
14746925,Android-Remote^mirakel-android
5593756,androidclient
8741920,PageTurner^OpenRedmine
7586597,Atomic
13927305,periodical
9294849,sudowars
10457489,frostwire-android^sophia_oss
18116333,SimpleExplorer
14433281,reader^frostwire-android^openlaw
21539957,frostwire-android
28634904,FBReaderJ
7112706,tasks
8382454,OpenWatch-Android
15782889,Android-Remote
22204093,mirakel-android
5757012,screen-notifications
7052011,Book-Catalogue
18072755,Atomic^WordPress-Android
16183012,WalletCordova
28107692,Clover
21907131,WalletCordova
25629583,OpenBikeSharing
1043276,tasks
16730047,smsdroid
21533748,PageTurner
20786571,Tacere
9543155,ShowMeHills
14053073,frostwire-android
18125380,gpslogger^SafeSlinger-Android
24826057,AcDisplay
19677793,PhotoPhase
15025442,reddinator
4234596,TransportsRennes
13716593,tasks^open-keychain
10260271,ShowMeHills
21226473,SimpleExplorer
